epoch,loss_G,loss_D,FID,KID,JSD,SSIM,PSNR,LPIPS
1,1.530666828,-3.084388733,,,,,,
2,1.54021287,-3.099360943,,,,,,
3,1.534931183,-3.107781887,,,,,,
4,1.211802959,-2.7710917,,,,,,
5,1.226388574,-2.815988064,439.2836147,0.630596042,0.528086659,0.029887324,9.830374752,0.872254789
6,1.228708267,-2.820157528,,,,,,
7,1.224117517,-2.803432941,,,,,,
8,1.275932789,-2.817635059,,,,,,
9,1.234580398,-2.817707539,,,,,,
10,1.234213233,-2.821953058,316.3367851,0.368490964,0.569672117,0.131079522,12.56047278,0.636587024
11,1.208798885,-2.749228716,,,,,,
12,1.194440842,-2.745291948,,,,,,
13,1.21474719,-2.769685268,,,,,,
14,1.206318855,-2.671839714,,,,,,
15,1.238771677,-2.739459515,190.3590302,0.154464826,0.583207051,0.194610345,12.6689931,0.503854632
16,0.5818277,-2.410625935,,,,,,
17,1.263838053,-2.782939434,,,,,,
18,1.226077557,-2.783658504,,,,,,
19,1.220469713,-2.750829697,,,,,,
20,1.145803928,-2.742772102,189.9970488,0.204183444,0.592495605,0.206515454,12.18710198,0.519561529
21,1.22137928,-2.796905518,,,,,,
22,1.23438108,-2.79792738,,,,,,
23,1.243181229,-2.802346706,,,,,,
24,1.263371587,-2.82942462,,,,,,
25,1.281744242,-2.746090889,166.6186019,0.138252959,0.57708277,0.241300129,12.48239335,0.469178259
26,1.248852968,-2.782504559,,,,,,
27,1.290541649,-2.646113873,,,,,,
28,1.327096224,-2.833110332,,,,,,
29,1.340939999,-2.799089193,,,,,,
30,0.70046699,-2.483177662,130.389501,0.07191918,0.519390084,0.308718227,12.45326283,0.409758985
31,1.137492657,-2.633266449,,,,,,
32,1.389623642,-2.869276047,,,,,,
33,1.372424006,-2.834095955,,,,,,
34,1.306911707,-2.674993992,,,,,,
35,1.35624969,-2.802292347,99.43707753,0.069735177,0.507986065,0.329441813,12.50634115,0.372569889
36,1.436071038,-2.982902527,,,,,,
37,1.305921555,-2.85997963,,,,,,
38,1.23248601,-2.81680727,,,,,,
39,1.234638929,-2.827569962,,,,,,
40,1.237468243,-2.839771748,738.6529393,1.405467987,0.731302908,0.281060026,9.492402642,0.596239209
41,1.234304667,-2.833941936,,,,,,
42,1.234023809,-2.837537527,,,,,,
43,1.233641386,-2.835238457,,,,,,
44,1.254463673,-2.770947456,,,,,,
45,1.227440596,-0.323178768,115.4853745,0.082587741,0.550596488,0.290650576,12.72738622,0.417113364
46,1.407509446,-2.939827442,,,,,,
47,0.270942122,-1.203199148,,,,,,
48,1.372958899,-2.850775957,,,,,,
49,1.332725763,-2.832643032,,,,,,
50,1.329441428,-2.780605793,117.1957186,0.067581996,0.508678038,0.328036171,12.83935133,0.384049803
51,1.327530503,-2.773260117,,,,,,
52,1.363892436,-2.895058393,,,,,,
53,1.334002972,-2.829906464,,,,,,
54,1.316253424,-2.831849098,,,,,,
55,1.304075837,-2.821800947,132.0634792,0.106548093,0.580420056,0.256384337,12.64443634,0.449095637
56,1.309552908,-2.875164032,,,,,,
57,1.235472322,-2.700786591,,,,,,
58,1.219528913,-2.732656002,,,,,,
59,1.248404741,-2.790677547,,,,,,
60,1.253420591,-2.807968616,157.2187912,0.136676058,0.602471769,0.20234964,11.9326749,0.49950549
61,1.224956036,-2.800737858,,,,,,
62,1.244955182,-2.780391216,,,,,,
63,1.271784544,-2.770312786,,,,,,
64,1.252135754,-2.82688117,,,,,,
65,1.19735527,-2.758940458,189.4607384,0.154878363,0.629578636,0.186856834,11.20313957,0.518305898
66,1.162716508,-2.706105709,,,,,,
67,1.297112465,-2.77216053,,,,,,
68,1.328557611,-2.874926567,,,,,,
69,1.105332971,-2.652713776,,,,,,
