epoch,loss_G,loss_D,FID,KID,JSD,SSIM,PSNR,LPIPS
1,79.97832489,-159.1062164,,,,,,
2,79.9697876,-159.2946777,,,,,,
3,80.18451691,-159.6806335,,,,,,
4,72.28164673,-152.1202698,,,,,,
5,72.0695343,-150.927063,355.9381089,0.508844256,0.522362396,0.013973802,8.048788406,1.095558524
6,69.42647552,-150.0134277,,,,,,
7,65.66919708,-145.9450684,,,,,,
8,62.4484787,-142.4480743,,,,,,
9,63.13893127,-143.0996399,,,,,,
10,63.00923157,-143.2589569,516.6419924,0.804020166,0.532116724,0.012254109,7.707718723,0.917459846
11,62.94667053,-143.340683,,,,,,
12,62.90235901,-143.0569153,,,,,,
13,62.70162964,-143.2348633,,,,,,
14,62.78868103,-142.9476471,,,,,,
15,62.76668549,-143.0864258,475.8633312,0.74996382,0.530339892,0.012171524,7.556852909,0.860563993
16,62.74700928,-142.9836426,,,,,,
17,62.76851273,-143.029068,,,,,,
18,62.71932602,-143.0137024,,,,,,
19,62.72767258,-143.0974274,,,,,,
20,62.74596024,-143.0796814,490.6877115,0.767704785,0.528436859,0.012042702,7.605672104,0.860021234
21,70.07211304,-148.2616119,,,,,,
22,62.73931503,-143.0973206,,,,,,
23,62.87763214,-142.1165161,,,,,,
24,62.64481354,-143.0737,,,,,,
25,62.72309113,-143.1243134,421.6187841,0.619115591,0.541912256,0.01131314,7.563292938,0.854326427
26,62.73944092,-143.109314,,,,,,
27,62.71265411,-143.1774597,,,,,,
28,62.74052811,-143.1374207,,,,,,
29,62.71807861,-143.129837,,,,,,
30,62.74390411,-143.1901703,420.921582,0.614088237,0.537935434,0.012477479,7.559616744,0.85347259
31,62.74347305,-143.1299133,,,,,,
32,62.74991608,-143.2120056,,,,,,
33,62.75710297,-143.1682281,,,,,,
34,62.75391769,-143.0726166,,,,,,
35,62.75978088,-143.2463989,424.5846148,0.594269276,0.540841749,0.011533141,7.580143357,0.84824729
36,62.75656509,-143.1866913,,,,,,
37,62.74377823,-143.2424316,,,,,,
38,62.74655533,-143.2603149,,,,,,
39,62.75109863,-143.2250061,,,,,,
40,62.75651932,-143.1996002,444.3046734,0.635879636,0.539782477,0.013944679,7.630846687,0.838584125
41,62.75639725,-143.2360077,,,,,,
42,62.75273132,-142.933136,,,,,,
43,62.74352646,-143.2665863,,,,,,
44,62.708004,-143.2295227,,,,,,
45,62.72673798,-143.2081299,413.71577,0.498361319,0.528012757,0.032668951,9.02171891,0.801396608
46,62.75353241,-143.1905518,,,,,,
47,62.7141037,-143.2498169,,,,,,
48,62.75700378,-143.2327118,,,,,,
49,62.74442291,-143.2463379,,,,,,
50,62.75392914,-143.2062225,444.7567805,0.573882461,0.533368454,0.04288979,9.006374557,0.832488775
51,62.80703354,-143.0654144,,,,,,
52,62.75024414,-143.2359314,,,,,,
53,65.1485672,-144.500412,,,,,,
54,62.74556732,-143.3038025,,,,,,
55,62.71826172,-143.2433624,436.6490848,0.575482309,0.537772665,0.034051768,8.804052862,0.757982254
56,62.82273102,-143.2872162,,,,,,
57,62.82260895,-143.2181091,,,,,,
58,62.80377197,-143.276947,,,,,,
59,62.76798248,-143.3086853,,,,,,
60,62.78228378,-143.2851257,461.6765327,0.600397706,0.538842822,0.035775922,8.831195838,0.74424243
61,62.7906723,-143.2814178,,,,,,
62,62.81245422,-143.3206329,,,,,,
63,62.80540466,-143.2659607,,,,,,
64,62.79133606,-143.316925,,,,,,
65,62.79117584,-143.2506256,446.1720955,0.571314812,0.535035011,0.057234924,8.887955229,0.70250082
66,62.79177856,-143.3134766,,,,,,
67,62.78594589,-143.3180542,,,,,,
68,62.78842926,-143.3018188,,,,,,
69,62.77998734,-143.1852417,,,,,,
70,62.85580444,-143.3327942,420.6054492,0.502809227,0.537921427,0.05086576,9.277539372,0.741318941
71,62.83984756,-143.3323517,,,,,,
72,62.76703644,-143.3165894,,,,,,
73,62.79705429,-143.3059387,,,,,,
74,62.79754639,-143.3501129,,,,,,
75,62.80226517,-143.3266907,460.2540806,0.59990114,0.534744052,0.051773645,9.439065679,0.708545685
76,62.79983521,-143.3405151,,,,,,
77,62.8015976,-143.320816,,,,,,
78,62.77863312,-143.3317413,,,,,,
79,62.80268478,-143.3181763,,,,,,
80,62.79702759,-143.2845612,403.0574918,0.510404885,0.544139514,0.0513843,9.636057697,0.729780674
81,62.7688446,-143.2727509,,,,,,
82,63.19256592,-143.4503784,,,,,,
83,62.94966507,-143.4562531,,,,,,
84,62.80802917,-143.3152161,,,,,,
85,62.7281723,-143.304184,431.8204106,0.551181912,0.536283946,0.036760582,9.386879558,0.753232718
86,62.78033447,-143.3260956,,,,,,
87,62.78325653,-143.3286285,,,,,,
88,62.76829529,-143.3604736,,,,,,
89,62.80858994,-143.3334656,,,,,,
90,62.80553818,-143.2882843,423.5955861,0.545465112,0.536835883,0.040672973,9.365618828,0.742026865
91,62.80115509,-143.2995148,,,,,,
92,62.79779053,-143.3592224,,,,,,
93,62.79620743,-143.3462067,,,,,,
94,62.7985878,-143.3157654,,,,,,
95,62.78593063,-143.3275757,438.896604,0.566507757,0.543276489,0.057613951,9.406639088,0.696766973
96,62.79668808,-143.3525085,,,,,,
97,62.79849625,-143.3548279,,,,,,
98,62.79085159,-143.3198853,,,,,,
99,62.79816437,-143.3009644,,,,,,
100,62.78650284,-143.3291779,474.8444419,0.617706656,0.551179812,0.062343959,9.424540754,0.688705444
101,62.80555344,-143.3171844,,,,,,
102,62.80341721,-143.3309937,,,,,,
103,62.79730225,-143.3260193,,,,,,
104,62.79750824,-143.3166046,,,,,,
105,62.79615402,-143.3456573,399.4361238,0.479307503,0.5357632,0.039605901,10.71444551,0.722899556
106,62.8119545,-143.3233337,,,,,,
