epoch,rec_loss,perceptual_loss,q_loss,g_loss,gen_loss,disc_loss
1,0.04747714370429694,0.014605908011896897,1.242354117717189,-0.6157270670679963,1.3044371678385278,0.0
2,0.02881627971508864,0.005154711856383269,0.040171976488897,-0.6138828181574151,0.07355286885546901,0.003119141618133423
3,0.037998265028742706,0.006924941567731937,0.023930625319443753,-0.09303887197092954,-0.2970537275009058,0.5006810063022679
4,0.03690668035814852,0.006558758806686102,0.016236876269964017,-0.08878690045773328,-0.40500627696395275,0.501033379198428
5,0.0284686769201891,0.004029420133148982,0.009687827426312511,-0.10435070923354028,-0.4205572105197613,0.5001619466755944
6,0.03224515274783609,0.004747134232420032,0.008389254846143075,-0.07703522445285821,-0.4249335745212103,0.500955318424067
7,0.027266146049297165,0.003380004873319138,0.0074684606813978874,-0.09841550039093573,-0.7007379594846728,0.5001565624388716
8,0.032250614142757185,0.004454995474685638,0.0068810159737971,-0.07666200774000058,-0.37471278370549543,0.5015770134888776
9,0.02700885850282287,0.0032311901389439042,0.006696535521695987,-0.10393563832395514,-0.6208217088922432,0.5002680834730266
10,0.027385198236550525,0.0032186678689208586,0.006767509614678853,-0.09695339501333052,-0.7061160854629074,0.5002081981274404
11,0.024327997840780283,0.0026715750758860304,0.006632001443514778,-0.1050596156899741,-0.724385839854269,0.5001529055080538
12,0.02471235361363115,0.002709320951402636,0.00660060979626744,-0.1115888679058868,-0.7927905143175084,0.5001318843487871
13,0.022308576459750727,0.0022880577476678365,0.006421242090485758,-0.1281859702866858,-0.8006531916859531,0.5001156893572812
14,0.022900795315111144,0.002511630863709788,0.006630163317977814,-0.10309332217562082,-0.7837974804265793,0.5000991851928361
15,0.02879503782780338,0.0034534897420189243,0.006185061394147237,-0.048344875357609514,-0.27739644175022127,0.5010854589212602
16,0.02389276787268988,0.0024133492547937863,0.005994241716174959,-0.08153262362684009,-0.581013167739371,0.5001763861576463
17,0.023689637972480585,0.002475153891507586,0.00616582944821602,-0.10569732230917186,-1.0301519403095645,0.5001029538914286
18,0.0216694586178087,0.0022279409786487795,0.006128173209007665,-0.07988985847379808,-0.5086937234157503,0.5001004641708022
19,0.0218949823663466,0.0021661388540394418,0.006078992889458272,-0.10233344150912126,-0.7087413284588241,0.5001165742754708
20,0.026943400963226272,0.002890896555830659,0.005836460504037966,-0.0819649894266242,-0.5401424260215367,0.5006697099728621
21,0.023930813098640355,0.0023194927422106326,0.005777093450081876,-0.09843835052372331,-0.8921451980748091,0.5001399626219686
22,0.021609492760876193,0.0021552175129201426,0.005976395429738962,-0.08960831084278721,-0.6840884143437621,0.5001271102546267
23,0.02592847515826122,0.0025881324151896703,0.00586821315652233,-0.04941546180428305,-0.3064061269658067,0.500595042124346
24,0.020685182665200794,0.001807098654642003,0.0058809397447806,-0.07241859096133828,-0.35431505336703834,0.5001751524204033
25,0.016669794697414784,0.0015267377826064855,0.005711330602582496,0.11813094943597242,-0.17356087435631162,0.44016672123299544
26,0.023934199213833062,0.002274909682742739,0.005235030236055077,-0.046576729065631026,-0.3265018410191445,0.5005910325383142
27,0.019884550639967677,0.0016352969448333783,0.005189882496702425,-0.07200336723279176,-0.5039909732391535,0.5001124940864585
28,0.020421739043305784,0.0017226636124698673,0.005406793063192639,-0.08961056365375607,-0.8335867635714465,0.5000981873077742
29,0.023115194902002277,0.0020705816221766077,0.005056829815349753,-0.03767240231554479,-0.2122202657837261,0.5005442290161091
30,0.02071802792745686,0.0016753687133319892,0.005114156464699764,-0.0919092233599892,-0.8027304317928472,0.5001302785138904
31,0.0192042687606969,0.0015391128482194923,0.005325516609239168,-0.09673355504615894,-0.7044963935635249,0.5001278736952651
32,0.022220417616493324,0.0018550797744448912,0.004972798578489427,-0.03231517279458738,-0.17775201336596744,0.5005554309870643
33,0.019916780029469033,0.001512374903065183,0.0049980858584136095,-0.047679169706506014,-0.3539659738429225,0.5001297656881251
34,0.018806455342297777,0.0014693431952710106,0.005275680521662799,-0.0762822325425748,-0.5098659382202659,0.5001389476915419
35,0.022883734961271524,0.002023667906033078,0.004766525400585216,-0.0597519149043096,-0.41367278758525583,0.5005338971244017
36,0.021215314344908757,0.0018550547858438308,0.004940686317472714,-0.13974337929999386,-1.3379409895387153,0.5001437333680816
37,0.01941113233183727,0.001642004547479116,0.0051104703482615565,-0.14464508956354732,-1.3898398075263914,0.500108920963312
38,0.020795225707168963,0.0016997838941754996,0.004952035714130167,-0.05194694539882246,-0.29561886904021034,0.5004897378221742
39,0.01846092240829221,0.0014130291103520132,0.005106887334605828,-0.06478145428043129,-0.37282520869075686,0.5001509777753179
40,0.01593382666911967,0.0013162926925255685,0.005142882494666068,-0.0957174565426018,-0.249349835470739,0.5001629270455807
41,0.020483100766575148,0.0016493281808333978,0.004777010275084776,-0.0250454010110662,-0.14222621046628056,0.5004950005927852
