epoch,G_loss,D_loss,kimg_acu,kimg,run_id,,
11.17048839,0.72279925,1.369623759,448.1599941,20.03199959,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.27018929,0.71576074,1.369700759,452.1599941,24.03199959,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.36989018,0.715644632,1.372104714,456.1599941,28.03199959,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.46959113,0.71800138,1.373840947,460.159996,32.0320015,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.56929202,0.71169027,1.373126125,464.159996,36.0320015,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.66899292,0.715510682,1.371938456,468.159996,40.0320015,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.76869382,0.716966801,1.372005331,472.159996,44.0320015,00005-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.76949143,0.658881605,1.334342003,472.191996,0.032000002,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.86919233,0.729179219,1.358856422,476.1919961,4.032000065,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
11.96889321,0.72318405,1.362262174,480.1919956,8.031999588,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.06859411,0.721742578,1.363998121,484.1919956,12.03199959,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.16829501,0.719711493,1.366936486,488.1919956,16.03199959,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.2679959,0.716641177,1.365513596,492.1919956,20.03199959,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.3676968,0.725166202,1.361986641,496.1919956,24.03199959,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.4673977,0.739869386,1.358027267,500.1919956,28.03199959,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.56709864,0.760475827,1.347617376,504.1919975,32.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.66679954,0.72088931,1.357425513,508.1919975,36.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.76650044,0.719873888,1.35988718,512.1919975,40.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.86620133,0.721954565,1.361660946,516.1919975,44.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
12.96590223,0.735681472,1.354162396,520.1919975,48.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.06560313,0.728324544,1.357147764,524.1919975,52.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.16530403,0.739306803,1.349982624,528.1919975,56.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.26500492,0.773478616,1.337592008,532.1919975,60.0320015,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.36470573,0.766590692,1.32974906,536.1919937,64.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.46440662,0.745280759,1.336921854,540.1919937,68.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.56410752,0.797585312,1.305051579,544.1919937,72.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.66380842,0.791751928,1.300303814,548.1919937,76.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.76350931,0.725294666,1.347041054,552.1919937,80.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.86321021,0.743835605,1.339136272,556.1919937,84.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
13.96291111,0.736144929,1.347095078,560.1919937,88.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.06261201,0.736924973,1.349353507,564.1919937,92.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.1623129,0.732157922,1.350555979,568.1919937,96.03199768,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
