DERECHA = 1,,IZQUIERDA = 0,,,,,,,,,,,,,,,
0,0,1,0,0,0,0,1,0,0,0_2,1_2,2_3,0_3,1_2,3,1,2
0,0,0,0,0,0,0,1,0,0,2_3,1_3,0_3,1_2,0_3,1,2,1
0,0,0,0,1,0,0,1,0,1,1_3,0_1,0_2,0_3,0_3,2,2,1
1,0,1,1,0,0,1,1,1,0,0_2,2_3,1_2,0_3,1_3,2,3,1
0,1,0,0,1,0,0,1,0,0,0_3,0_2,0_2,0_3,0_2,1,3,2
1,0,1,0,0,0,0,1,0,0,1_3,1_3,0_3,0_2,0_3,0,3,1
