epoch,loss_G,loss_D,FID,KID,JSD,SSIM,PSNR,LPIPS
1,0.940663397,-0.515239537,,,,,,
2,0.736903429,-0.736766458,,,,,,
3,0.567602634,-0.719536781,,,,,,
4,0.868225574,-0.439648986,,,,,,
5,1.207973242,-0.257053852,125.9059101,0.077869587,0.479955628,0.374004242,13.49322122,0.328518659
6,1.00524652,-0.394036472,,,,,,
7,1.409999251,-0.850209773,,,,,,
8,1.188773394,-0.14152956,,,,,,
9,1.323654532,-0.529379964,,,,,,
10,0.667883635,-0.271705747,105.1932025,0.073791817,0.484669356,0.379551421,13.68535404,0.326978028
11,0.398234636,-0.531833112,,,,,,
12,0.314435959,-0.476011872,,,,,,
13,1.51582551,-0.514856339,,,,,,
14,0.912522972,-0.492853165,,,,,,
15,1.370392323,-0.945014417,104.4693688,0.034185637,0.506025748,0.366589578,13.1053747,0.337047458
16,0.806422949,-1.064170837,,,,,,
17,0.613882184,-0.292942643,,,,,,
18,0.522623897,-0.490707874,,,,,,
19,1.067951441,-0.957746267,,,,,,
20,1.212518811,-0.562269151,101.4130005,0.039586872,0.499587972,0.375131071,13.01983386,0.327021271
21,0.910897017,-0.369117796,,,,,,
22,0.754524827,-0.346139491,,,,,,
23,1.76644659,-1.443599701,,,,,,
24,1.365947604,-1.66157341,,,,,,
25,0.325641245,-0.739024162,133.1686481,0.057755526,0.486080859,0.371197594,12.91150236,0.337159216
26,1.424800158,-0.970504105,,,,,,
27,1.253209352,-0.330290943,,,,,,
28,1.375301957,-1.187579513,,,,,,
29,0.52348727,-0.262209952,,,,,,
30,0.696086526,-0.657545924,109.5254739,0.040146846,0.494824484,0.374712157,12.98435365,0.32468313
31,1.353212714,-0.301938772,,,,,,
32,0.743074894,-0.390947938,,,,,,
33,1.796190739,-0.996770084,,,,,,
34,1.511567593,-0.550089478,,,,,,
35,0.513410628,-0.474329233,95.76335856,0.024268178,0.509761786,0.365526078,12.76395235,0.353982508
36,1.371372461,-0.481560051,,,,,,
37,0.539062977,-0.643875182,,,,,,
38,0.996502638,-0.500434995,,,,,,
39,1.178098917,-0.368759036,,,,,,
40,0.532502592,-0.654854298,112.9591246,0.026624234,0.500271695,0.380261727,13.5248245,0.332039535
41,0.576559424,-0.336973846,,,,,,
42,0.942674518,-0.426830769,,,,,,
43,0.544394016,-0.509419084,,,,,,
44,0.817756653,-0.465765327,,,,,,
45,1.775983572,-0.463028789,90.89179336,0.024552207,0.471017698,0.388968728,13.86099256,0.327785373
46,0.922006428,-0.520093083,,,,,,
47,0.773762345,-0.608636677,,,,,,
48,1.405884743,-0.915988088,,,,,,
49,0.83896327,-0.498387933,,,,,,
50,0.482042104,-0.908007622,94.33693034,0.022966685,0.50339006,0.369450346,13.11034139,0.335565507
51,0.733607411,-0.378438652,,,,,,
52,0.54313761,-2.080245018,,,,,,
53,1.117216706,-0.931906343,,,,,,
54,1.017430544,-0.65884167,,,,,,
55,1.361602783,-1.002112269,112.6606545,0.081973493,0.512367597,0.365686057,12.92277922,0.354890466
56,0.483031809,-0.429420203,,,,,,
57,1.439182281,-1.274393201,,,,,,
58,2.010310173,-1.730445027,,,,,,
59,0.459127009,-0.609921396,,,,,,
60,1.160193086,-0.675313592,111.0113456,0.055964705,0.485810711,0.377974221,13.34669643,0.336233675
61,0.405091763,-0.397444546,,,,,,
62,0.783842266,-0.517072201,,,,,,
63,1.043439746,-0.92192924,,,,,,
64,1.62135148,-1.185064554,,,,,,
65,0.526307523,-0.488602072,143.7678307,0.10847456,0.487651591,0.362406574,13.32240213,0.346858382
66,2.136019707,-1.402942181,,,,,,
67,0.260533869,-0.75989455,,,,,,
68,0.581439734,-0.657315731,,,,,,
69,0.541928232,-0.400289446,,,,,,
70,1.111745834,-0.653012395,125.7083188,0.078555308,0.467357187,0.383149386,13.57069483,0.320520759
71,0.563965797,-0.880045533,,,,,,
72,0.801688194,-0.61141324,,,,,,
73,0.694862723,-0.463897079,,,,,,
74,1.595832586,-0.53923589,,,,,,
75,0.702590466,-0.331565499,148.1412239,0.085899822,0.492586814,0.371935501,13.08257848,0.334193349
76,0.560564756,-0.214041412,,,,,,
77,0.505574822,-0.734470248,,,,,,
78,0.924425364,-0.621980786,,,,,,
79,1.450194478,-0.562041044,,,,,,
80,0.741833091,-0.420396566,150.0547208,0.073541932,0.498755107,0.358734117,12.83919051,0.341339767
81,1.152476549,-0.501796186,,,,,,
82,0.625747085,-0.660839081,,,,,,
83,1.04242146,-0.570177794,,,,,,
84,1.364106417,-1.306655169,,,,,,
85,1.144945383,-0.149669409,107.4782005,0.075975031,0.47704494,0.391372657,13.64336921,0.323462307
86,1.287205219,-0.584430158,,,,,,
87,0.896654665,0.098934993,,,,,,
88,1.322762728,-0.955052316,,,,,,
89,0.960296988,-0.833583593,,,,,,
90,0.736587942,-0.41388005,107.4782005,0.075975031,0.47704494,0.391372657,13.64336921,0.323462307
91,1.123303771,-0.762319922,,,,,,
92,0.851172566,-0.507883489,,,,,,
93,0.678689003,-0.475906432,,,,,,
94,0.947923422,-0.581754506,,,,,,
95,0.489137113,-0.838323832,144.4157766,0.069118403,0.520942937,0.37176565,12.76998391,0.346866459
96,0.405384004,0.408509433,,,,,,
97,0.461508483,-0.143752515,,,,,,
98,0.5662871,-0.776950181,,,,,,
99,0.645670056,-0.286653578,,,,,,
100,1.273130894,-0.835861564,128.7162666,0.04200045,0.499148938,0.371801802,12.85607028,0.332084328
101,1.276035666,-1.000236511,,,,,,
102,0.872493625,0.072370708,,,,,,
103,1.075291395,-0.194352686,,,,,,
104,1.256227016,-0.561399341,,,,,,
105,0.612734735,-0.556951404,137.6775184,0.078474179,0.485926661,0.376717,13.56831693,0.318059057
106,0.633304596,-0.46271652,,,,,,
107,1.543811798,-0.493152499,,,,,,
108,1.001611471,-0.636674166,,,,,,
109,0.438745409,0.455386877,,,,,,
110,0.883903325,-0.550344288,131.4993076,0.089120626,0.489984702,0.385468335,13.33958646,0.316428393
111,1.14704895,-0.814243793,,,,,,
112,0.651187956,-0.652475715,,,,,,
113,0.545273781,-0.30596754,,,,,,
114,0.893219948,-1.092025042,,,,,,
115,1.194597244,-1.032339334,117.7318191,0.045870554,0.518943588,0.358940713,12.7756679,0.366261065
116,1.724359989,-1.316685677,,,,,,
117,0.883726716,-0.976445436,,,,,,
118,1.35474658,-0.270051599,,,,,,
119,0.737999439,-0.304410666,,,,,,
120,0.611733735,-0.463942289,192.1480504,0.089715652,0.510345655,0.358168537,12.55123302,0.342528552
121,0.463485301,-0.786605477,,,,,,
122,0.700475633,-1.174135089,,,,,,
123,0.653218448,0.646180391,,,,,,
124,1.371855021,-0.556114912,,,,,,
125,0.717269063,-0.311776221,140.5491131,0.099159293,0.479684206,0.38384661,13.25022491,0.325157106
126,1.424711823,-0.476469755,,,,,,
127,1.023752451,-0.216387674,,,,,,
128,1.184734106,-0.584256589,,,,,,
129,0.785009027,-0.874195039,,,,,,
130,0.992729664,-0.407749355,137.3502379,0.064909078,0.494340146,0.38202524,13.14096993,0.315628052
131,1.506695032,0.172761917,,,,,,
132,0.498672992,-0.157641321,,,,,,
133,0.471583366,-1.477745295,,,,,,
134,1.339989424,-1.006116152,,,,,,
135,0.584908605,-0.819339037,105.6880088,0.045114502,0.499483106,0.376027916,13.13420676,0.316271693
136,1.225344062,-0.760287046,,,,,,
137,1.025099754,-0.218449354,,,,,,
138,1.003002644,-0.224366069,,,,,,
139,0.988086104,-0.457371771,,,,,,
140,1.198868275,-0.740395844,147.9511984,0.115707479,0.52413052,0.368011376,12.16257308,0.349461406
141,0.921165228,-0.406526625,,,,,,
142,1.323766947,-0.509906471,,,,,,
143,0.754134715,-0.545651793,,,,,,
144,1.124537468,-0.748861969,,,,,,
145,1.753346205,-0.341090322,135.7601196,0.057625487,0.472715126,0.386173543,13.84026019,0.336833239
146,0.673699141,-0.335282296,,,,,,
147,1.279685736,-1.001581907,,,,,,
148,1.344867468,-0.523131251,,,,,,
149,0.831079721,-0.67732507,,,,,,
150,1.212080956,-1.27029705,124.5966296,0.044770937,0.503022571,0.370786636,12.98867405,0.343058467
151,0.578160882,-1.302107692,,,,,,
152,1.426175117,-0.020973325,,,,,,
153,1.132449746,-0.453833938,,,,,,
154,0.67221868,-1.068651557,,,,,,
155,1.071204901,0.021492913,124.8470878,0.047052007,0.484224331,0.400437746,13.29119617,0.316534042
156,1.819198251,-0.592927575,,,,,,
157,1.316320419,-0.002444744,,,,,,
158,0.950744867,-0.393207818,,,,,,
159,1.033295393,-0.308077097,,,,,,
160,1.476565361,-1.199614882,134.7693178,0.052342772,0.499424245,0.383729991,13.1258829,0.333681464
161,1.407980919,0.059637308,,,,,,
162,1.392491937,-0.296874464,,,,,,
163,1.368257284,-0.394291162,,,,,,
164,0.886880875,0.206219196,,,,,,
165,0.843239307,-1.046436191,131.3540132,0.067234479,0.482890931,0.365550199,13.09200243,0.346977502
166,1.00744617,-0.250903666,,,,,,
167,1.087419033,-0.162248433,,,,,,
168,0.540098786,-0.270254433,,,,,,
169,1.72419095,-0.187939048,,,,,,
170,1.216526031,-1.423047066,139.4713498,0.111923411,0.51162339,0.371975416,13.25103282,0.335598677
171,1.068994284,-0.385387778,,,,,,
172,0.044777893,-0.382707059,,,,,,
173,0.879085422,-0.515830159,,,,,,
174,1.070420623,-0.504897118,,,,,,
175,0.372148156,-0.088254869,144.9971795,0.111715518,0.491546823,0.361268854,12.91172232,0.331375211
176,1.287186623,-1.157788277,,,,,,
177,1.378591895,-0.937816441,,,,,,
