epoch,rec_loss,perceptual_loss,q_loss,g_loss,gen_loss,disc_loss
1,0.09166848179721761,0.037568760907661876,1.3485686382574076,1.9911154448211654,1.7176104701587471,0.12251821133652517
2,0.05229803260679497,0.016222737992511078,0.07782218444903018,2.321810623716678,0.27150391900349236,0.0424418175139766
3,0.03736308928345101,0.009017733636043839,0.019750878084098117,2.862274871359868,0.11016455255411677,0.02554911998680913
4,0.06688095786495804,0.019391649572461457,0.3389837783736459,-0.025006671429229663,0.1470709642825874,2.003752078653564
5,0.05659418509069697,0.014411706062535308,0.07930235484221412,-0.07813389097835526,-0.4586431845286641,2.003345232715505
6,0.048101715884199134,0.010183181823959431,0.026899842107078895,-0.08919366676371734,-0.5892407353185998,2.001169243084393
7,0.041326556486893845,0.008046085050458857,0.01765061017981156,-0.10772246735174568,-0.45752217358761077,2.000257837235882
8,0.041339465291228665,0.007849463573525554,0.01687026279605499,-0.09581080451365727,-0.52801681132909,2.000490817470827
9,0.04055262188775952,0.007430770938106387,0.014850429217327559,-0.09568064489951675,-0.6852469978346841,2.0003528415838514
10,0.035451139743254444,0.006046017042263876,0.012988505098602183,-0.11942804118688165,-0.4955297420533057,2.000212095422112
11,0.03461522557989365,0.005969174628229108,0.012904953499964683,-0.09356985503057003,-0.5339859406571071,2.0001665356502927
12,0.03474065320726845,0.005610909734935728,0.012799642449436663,-0.09653878240951835,-0.6210386715332099,2.00016148621394
13,0.03353771663389526,0.0055380358050266905,0.011898671597253722,-0.07833904416751226,-0.5150190629420233,2.0000091659304386
14,0.03711266712229457,0.005664017472009819,0.010577443862812697,1.3710541814051025,0.11048505837587934,0.4899967691603737
15,0.04671672897177524,0.00955345338750872,0.02665072114653477,-0.07654459375984024,-1.0269711501201835,2.0040473536979166
16,0.03362024830299563,0.004962188337306499,0.009528940903061884,-0.09306873853890292,-1.2072919064774321,2.000390105827499
17,0.027250112807685203,0.005312208877569372,0.007541543419503576,1.8320127137349203,0.1867902435034841,0.11425859019006736
18,0.023495522273274567,0.0034166785366423836,0.0071818000485526995,1.913175267013977,0.12886830205282013,0.038622825256202004
19,0.022369500631978224,0.0030754489001336986,0.00653089601874024,2.042649299944495,0.09034957566185967,0.03535838424246745
20,0.021162666973176893,0.002735393995439613,0.006499771893966002,1.8980329837248875,0.1039370981497424,0.035791266274435664
21,0.02071552017069125,0.0026188448313009607,0.006445873765540975,1.9455164413154125,0.09388910320270193,0.03635377525746089
22,0.020623411446154774,0.0024170566104598098,0.006399703704557576,2.058849780851013,0.08519737934918849,0.03258230770774685
23,0.042905889784423834,0.007133237236050511,0.010304762491415145,-0.04758459674320377,-0.573483858831179,2.004711345234232
24,0.037017227655855425,0.005021109257668503,0.00788115107562772,-0.06867376310172847,-0.8899054211298879,2.001368979103078
25,0.031170966139525913,0.003859953507081043,0.0066206007939784706,-0.057523062997343694,-0.9922368184259583,2.000619608584508
26,0.028704772609449057,0.0034019537363969656,0.0064398919221092315,-0.06177580403253311,-0.660673676191818,2.0004822552805095
27,0.02696486061445747,0.0032507625622307757,0.006490831929843746,-0.04764255204916736,-0.37203570783708506,2.000245321518123
28,0.025100081234122093,0.0027993244155695087,0.006348877927539383,-0.04590584714852694,-0.3262535017820316,2.0001539550824083
29,0.028940685435712994,0.0035641109114162807,0.005795055119820984,0.838077170713412,0.030458603423911698,1.1693694080616155
30,0.039443597573329485,0.006267024564335458,0.009459112821729109,-0.07101931614105567,-1.1464010809700078,2.0033037866892047
31,0.028385497814755845,0.0033099874877296626,0.006692687758954577,-0.10464616211875487,-1.62016525667642,2.0003719538497773
32,0.024820019120233138,0.0026877058352985416,0.006294215367245451,-0.12339834948377094,-1.6287436070404515,2.000256666108562
33,0.03765600506673128,0.005589373144929335,0.007746482213192126,-0.05943011295598713,-0.8679667479391112,2.002934516938115
34,0.027105297785018342,0.0029922135614400967,0.006461353902078251,-0.0988751450089335,-1.3019085160193822,2.0004522881978533
35,0.024973397412832273,0.0026501310307714544,0.00607488482878548,-0.10745661558703595,-1.4901550113439843,2.0003294273958367
36,0.0359577943586697,0.004732471235386158,0.007233350573373162,-0.047811873174200485,-0.8137308041790755,2.002594599386274
37,0.028509332624413557,0.0030813219040587677,0.006353200086441675,-0.11618325103713446,-2.1065577822495047,2.0005527148337094
38,0.025446213886015496,0.0026411581751987975,0.0059565607921692985,-0.14208442376175398,-2.327816926461764,2.0003337723902193
39,0.03505182297025637,0.004667167357844138,0.0068044018443740705,-0.04368304303254557,-0.6648383661441631,2.002545643851146
40,0.028479707441065212,0.0031938804063764013,0.006284804006524065,-0.07761996398663579,-1.1643307521612432,2.000538063976368
