epoch,G_loss,D_loss,FID,KID,JSD,SSIM,PSNR,LPIPS,kimg_acu,kimg,carpeta
0.000797607,0.783224225,1.596589804,279.637096,0.803393606,0.129695737,0.109104116,5.895225164,0.794486582,0.032000002,0.032000002,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.100498506,2.206250687,1.085383984,,,,,,,4.032000065,4.032000065,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.200199392,1.897772232,0.897652654,,,,,,,8.031999588,8.031999588,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.299900289,1.778614689,0.914288223,,,,,,,12.03199959,12.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.399601186,1.579431339,0.998591282,273.8840801,0.944540442,0.167118422,0.169576923,12.85258491,0.707176149,16.03199959,16.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.499302083,1.698630936,1.00743927,,,,,,,20.03199959,20.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.599002981,1.365649629,1.087865613,,,,,,,24.03199959,24.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.698703878,1.548456359,1.059403127,,,,,,,28.03199959,28.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.798404823,1.314757256,1.115554662,169.5949275,0.692586482,0.071048118,0.221015206,14.30482207,0.573402166,32.0320015,32.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.89810572,1.135049443,1.172500885,,,,,,,36.0320015,36.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
0.997806618,1.088164157,1.226163576,,,,,,,40.0320015,40.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.097507515,0.940977831,1.256851191,,,,,,,44.0320015,44.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.197208412,0.935508859,1.287156868,155.7274273,0.421080719,0.03714199,0.232448533,13.86004662,0.48160702,48.0320015,48.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.296909309,0.928992834,1.286452109,,,,,,,52.0320015,52.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.396610207,0.88912396,1.30468361,,,,,,,56.0320015,56.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.496311104,0.88819852,1.315084167,,,,,,,60.0320015,60.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.596011906,0.843248734,1.325626053,133.3779925,0.29450612,0.062220106,0.261879458,13.33691446,0.428446412,64.03199768,64.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.695712804,0.834249258,1.340669854,,,,,,,68.03199768,68.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.795413701,0.844988708,1.336558647,,,,,,,72.03199768,72.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.895114598,0.81218008,1.339903811,,,,,,,76.03199768,76.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
1.994815496,0.805743246,1.33958722,112.2815333,0.15926305,0.044071826,0.289266768,13.03678558,0.403844506,80.03199768,80.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.094516393,0.808362684,1.346950808,,,,,,,84.03199768,84.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.19421729,0.804855085,1.346140628,,,,,,,88.03199768,88.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.293918187,0.786818471,1.348151561,,,,,,,92.03199768,92.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.393619085,0.775073697,1.35689389,106.9488809,0.100729877,0.029396618,0.307802372,12.8760389,0.393134534,96.03199768,96.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.493319982,0.77522252,1.356467558,,,,,,,100.0319977,100.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
2.593020879,0.778099042,1.356196557,,,,,,,104.0319977,104.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.6
