epoch,G_loss,D_loss,kimg_acu,kimg,run_id,,,,,,,,
15.55613162,0.774399462,1.287304068,624.1120005,12.01599979,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
15.65583254,0.776268013,1.286588744,628.1120014,16.01600075,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
15.75553344,0.805952753,1.268184702,632.1120014,20.01600075,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
15.85523433,0.745709875,1.308042286,636.1120014,24.01600075,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
15.95493523,0.753408416,1.308263911,640.1120014,28.01600075,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.05463608,0.767861508,1.299153926,644.1119995,32.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.15433698,0.798400193,1.270499702,648.1119995,36.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.25403787,0.735286862,1.326421716,652.1119995,40.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.35373877,0.799041299,1.276291855,656.1119995,44.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.45343967,0.746888244,1.31219876,660.1119995,48.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.55314057,0.777133725,1.282229114,664.1119995,52.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
16.65284146,0.744956066,1.315337848,668.1119995,56.01599884,00006-frames_extraidos-11gb-gpu-gamma32-batch16-ada-target0.6-resumecustom,,,,,,,,
