epoch,G_loss,D_loss,kimg_acu,kimg,run_id
0.000797607,0.783220887,1.799534798,0.032000002,0.032000002,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.100498506,3.54543008,1.260559262,4.032000065,4.032000065,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.200199392,1.876805201,1.042227518,8.031999588,8.031999588,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.299900289,1.594086628,0.992570267,12.03199959,12.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.399601186,1.864968795,1.027530858,16.03199959,16.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.499302083,1.598138048,1.09873525,20.03199959,20.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.599002981,1.048270726,1.254748824,24.03199959,24.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.698703878,1.158525184,1.239092714,28.03199959,28.03199959,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.798404823,1.471047772,1.157777571,32.0320015,32.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.89810572,1.096586475,1.188527549,36.0320015,36.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
0.997806618,0.988385551,1.290614747,40.0320015,40.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.097507515,0.898305403,1.319183898,44.0320015,44.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.197208412,0.90529186,1.324322048,48.0320015,48.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.296909309,0.885073052,1.334020552,52.0320015,52.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.396610207,1.317303256,1.275167148,56.0320015,56.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.496311104,0.897254216,1.264416389,60.0320015,60.0320015,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.596011906,0.873340011,1.303872174,64.03199768,64.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.695712804,0.827621329,1.331465677,68.03199768,68.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.795413701,0.801936407,1.344679029,72.03199768,72.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.895114598,0.81687431,1.355052053,76.03199768,76.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
1.994815496,1.033111067,1.34727716,80.03199768,80.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.094516393,0.804337173,1.335107299,84.03199768,84.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.19421729,0.782002286,1.343487495,88.03199768,88.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.293918187,0.791908793,1.34563104,92.03199768,92.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.393619085,0.775884333,1.356257831,96.03199768,96.03199768,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.493319982,0.778814857,1.361879597,100.0319977,100.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.593020879,0.800228501,1.362038518,104.0319977,104.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.692721777,0.76842553,1.352518202,108.0319977,108.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.792422674,0.751000837,1.361189966,112.0319977,112.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.892123571,0.742305733,1.374859287,116.0319977,116.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
2.991824469,0.763598237,1.359737405,120.0319977,120.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
3.091525366,0.781962995,1.354741948,124.0319977,124.0319977,00000-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85
3.092322973,0.741012573,1.368126869,124.0639977,0.032000002,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.192023872,0.757067651,1.372808713,128.0639977,4.032000065,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.291724757,0.796366998,1.347490285,132.0639973,8.031999588,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.391425655,0.722796216,1.377567235,136.0639973,12.03199959,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.491126552,0.78187371,1.33781283,140.0639973,16.03199959,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.590827449,0.751237895,1.360153129,144.0639973,20.03199959,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.690528347,0.745233509,1.366840611,148.0639973,24.03199959,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.790229244,0.739318533,1.369590176,152.0639973,28.03199959,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.889930189,0.726553213,1.375744724,156.0639992,32.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
3.989631086,0.729012255,1.378450296,160.0639992,36.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.089331983,0.72497817,1.378552632,164.0639992,40.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.189032881,0.724381233,1.378672949,168.0639992,44.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.288733778,0.724043004,1.379239339,172.0639992,48.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.388434675,0.749029441,1.372527061,176.0639992,52.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.488135573,0.721424818,1.374357594,180.0639992,56.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.58783647,0.722729925,1.376355459,184.0639992,60.0320015,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.687537272,0.723450822,1.378066823,188.0639954,64.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.78723817,0.718052303,1.379157648,192.0639954,68.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.886939067,0.722302164,1.377888041,196.0639954,72.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
4.986639964,0.722178119,1.378938313,200.0639954,76.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.086340861,0.727544209,1.391740425,204.0639954,80.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.186041759,0.719411041,1.378058676,208.0639954,84.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.285742656,0.72139397,1.378118897,212.0639954,88.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.385443553,0.717872013,1.378265943,216.0639954,92.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.485144451,0.716125649,1.379042445,220.0639954,96.03199768,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.584845348,0.713972092,1.379695327,224.0639954,100.0319977,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.684546245,0.7132735,1.379965709,228.0639954,104.0319977,00001-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.685343853,0.655928314,1.370583534,228.0959954,0.032000002,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.785044751,0.721528949,1.378124039,232.0959954,4.032000065,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.884745637,0.725709737,1.377430424,236.0959949,8.031999588,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
5.984446534,0.721328248,1.376768889,240.0959949,12.03199959,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.084147431,0.720435684,1.377310189,244.0959949,16.03199959,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.183848329,0.717886243,1.377992877,248.0959949,20.03199959,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.283549226,0.711822043,1.379575134,252.0959949,24.03199959,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.383250123,0.715021366,1.379401002,256.0959949,28.03199959,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.482951068,0.712688317,1.379733281,260.0959969,32.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.582651966,0.715211774,1.37936598,264.0959969,36.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.682352863,0.714464026,1.380267797,268.0959969,40.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.78205376,0.711761482,1.37934489,272.0959969,44.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.881754657,0.713002708,1.379280602,276.0959969,48.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
6.981455555,0.713931699,1.379953523,280.0959969,52.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.081156452,0.709213174,1.380160252,284.0959969,56.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.180857349,0.708852129,1.3798756,288.0959969,60.0320015,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.280558152,0.709482286,1.380788128,292.095993,64.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.380259049,0.70809857,1.381062271,296.095993,68.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.479959946,0.713094384,1.382881821,300.095993,72.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.579660844,0.711712553,1.379938056,304.095993,76.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.679361741,0.707581691,1.37976265,308.095993,80.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.779062638,0.708221483,1.380646842,312.095993,84.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.878763535,0.708346633,1.380850293,316.095993,88.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
7.978464433,0.710079592,1.380056003,320.095993,92.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.07816533,0.709724974,1.380289164,324.095993,96.03199768,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.177866227,0.708800595,1.38094489,328.095993,100.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.277567125,0.706134557,1.379959632,332.095993,104.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.377268022,0.708972358,1.380182558,336.095993,108.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.476968919,0.710193256,1.38106849,340.095993,112.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.576669817,0.709193827,1.379782669,344.095993,116.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.676370714,0.709606015,1.379410481,348.095993,120.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.776071611,0.707979018,1.380123898,352.095993,124.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.875772509,0.707064273,1.3804954,356.095993,128.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
8.975473406,0.70974463,1.379913095,360.095993,132.0319977,00002-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.85-resumecustom
