epoch,loss_G,loss_D,FID,KID,JSD,SSIM,PSNR,LPIPS
1,0.409399688,-0.414047718,,,,,,
2,0.772432685,-0.519652605,,,,,,
3,0.506782055,-0.505451143,,,,,,
4,0.530993223,-0.475178599,,,,,,
5,0.494801104,-0.610058427,148.3502066,0.138788834,0.494229207,0.376586711,13.23400975,0.326203406
6,0.290000916,-0.469510853,,,,,,
7,0.569816053,-0.374683022,,,,,,
8,0.605571151,-0.441790581,,,,,,
9,0.619274259,-0.572371066,,,,,,
10,0.279894322,-0.611692131,119.9691247,0.08705388,0.496847625,0.37106869,12.98822132,0.347283185
11,0.478192925,-0.385526419,,,,,,
12,0.657207131,-0.521873593,,,,,,
13,0.797187924,-0.410382807,,,,,,
14,0.700565994,-0.429751217,,,,,,
15,0.656674564,-0.435000151,94.56824211,0.02113672,0.48047375,0.372663102,13.30929704,0.316803217
16,0.532832146,-0.185513675,,,,,,
17,0.326769263,-0.528931618,,,,,,
18,0.280894637,-0.312658221,,,,,,
19,0.668721199,-0.536365509,,,,,,
20,0.507976294,-0.315992057,128.5724449,0.056022443,0.490984145,0.361284569,12.70830798,0.327045023
21,0.545425355,-0.477333963,,,,,,
22,0.579419017,-0.435862839,,,,,,
23,0.600867152,-0.362273872,,,,,,
24,0.558374405,-0.350185275,,,,,,
25,0.525682569,-0.461729109,116.7770279,0.078984819,0.50655091,0.364067537,12.76442964,0.333692491
26,0.73184967,-0.51003325,,,,,,
27,0.666777432,-0.542896032,,,,,,
28,0.596779823,-0.435455441,,,,,,
29,0.311015308,-0.482337564,,,,,,
30,0.271761835,-0.49414438,101.2945335,0.034898613,0.487825523,0.378058959,13.52432566,0.324919909
31,0.625740886,-0.473021328,,,,,,
32,0.438876063,-0.456315964,,,,,,
33,0.609063327,-0.430666864,,,,,,
34,0.60398519,-0.388620913,,,,,,
35,0.724998116,-0.778653502,115.6765983,0.069517188,0.473210697,0.380347419,13.4655981,0.324625015
36,0.812643826,-0.356277108,,,,,,
37,0.136180192,-0.412933916,,,,,,
38,0.356706202,-0.435453504,,,,,,
39,0.304365247,-0.511428893,,,,,,
40,0.365719676,-0.429624856,97.38646666,0.029406805,0.480360494,0.374233309,13.2860458,0.329449713
41,0.772699952,-0.418773413,,,,,,
42,0.391178638,-0.576280117,,,,,,
43,0.495869577,-0.42299208,,,,,,
44,0.383544385,-0.468097955,,,,,,
45,0.379123479,-0.295112431,98.4264257,0.030530568,0.480747862,0.379502698,13.07271228,0.330569506
46,0.563355267,-0.307357877,,,,,,
47,0.369314969,-0.576123714,,,,,,
48,0.597961426,-0.523950458,,,,,,
49,0.350782573,-0.483718157,,,,,,
50,0.495164007,-0.447809726,114.1234074,0.049110577,0.479078759,0.387253218,13.65589709,0.327631593
51,0.260853231,-0.502260804,,,,,,
52,0.51967299,-0.282937676,,,,,,
53,0.727948189,-0.66209048,,,,,,
54,0.439027905,-0.387751073,,,,,,
55,0.415131032,-0.498651624,92.30136938,0.010434248,0.492087033,0.370360639,12.87034774,0.329595894
56,0.586055279,-0.414738595,,,,,,
57,0.658437669,-0.332969546,,,,,,
58,0.813781023,-0.675967395,,,,,,
59,0.381002694,-0.476472735,,,,,,
60,0.678121984,-0.49677664,121.6022796,0.047841325,0.512431527,0.367965749,13.14006025,0.339508474
61,0.654554904,-0.576125681,,,,,,
62,0.348011881,-0.66637373,,,,,,
63,0.389955401,-0.424299568,,,,,,
64,0.38071683,-0.510859549,,,,,,
65,0.532020628,-0.451351762,124.0186712,0.04322686,0.498851912,0.370471075,13.14597784,0.33967635
66,0.25211823,-0.45800823,,,,,,
67,0.752549291,-0.857557356,,,,,,
68,0.356186509,-0.418280482,,,,,,
69,0.72551775,-0.402951211,,,,,,
70,0.431962758,-0.418343633,113.2641849,0.064151704,0.49912883,0.369550127,12.78848924,0.352313876
71,0.670912027,-0.458815396,,,,,,
72,0.634886622,-0.475770652,,,,,,
73,0.573610187,-0.495462239,,,,,,
74,0.798277259,-0.374753714,,,,,,
75,0.370539129,-0.692927122,120.2013641,0.050131641,0.521598832,0.353524836,12.59404308,0.350452363
76,0.964103401,-0.374482006,,,,,,
77,0.755393744,-0.474464357,,,,,,
78,0.678233504,-0.28932482,,,,,,
79,0.409703732,-0.650295019,,,,,,
80,0.705515862,-0.362893403,118.7875433,0.035704587,0.484083519,0.368756848,13.11785105,0.334546387
81,0.624834299,-0.285590976,,,,,,
82,0.30490309,-0.330055177,,,,,,
83,0.497127414,-0.455606818,,,,,,
84,0.69739604,-0.433600843,,,,,,
85,0.511190236,-0.484954476,112.9092294,0.035545405,0.470339012,0.389112958,13.42501746,0.318242222
86,0.385178089,-0.403069586,,,,,,
87,0.338560969,-0.706481576,,,,,,
88,0.346408129,-0.384438753,,,,,,
89,0.493702352,-0.486674488,,,,,,
90,0.694389582,-0.318830132,127.2710541,0.052791115,0.474248479,0.375373796,13.17301067,0.32380569
91,0.272733331,-0.436904907,,,,,,
92,0.746203303,-0.407295942,,,,,,
93,0.332268924,-0.743098259,,,,,,
94,0.911677301,-0.512521625,,,,,,
95,0.806235373,-0.694559097,109.3141539,0.03982015,0.514199148,0.370479054,12.98167258,0.326494873
96,0.245564669,-0.6754722,,,,,,
97,0.819888115,-0.547768831,,,,,,
98,0.24617976,-0.695122004,,,,,,
99,0.660643697,-0.796877921,,,,,,
100,0.784971952,-0.768196344,86.9734826,0.026297545,0.479469735,0.370586679,12.83429104,0.324295014
101,0.435458362,-0.506470501,,,,,,
102,0.819474578,-0.606109738,,,,,,
103,0.347372025,-0.359588325,,,,,,
104,0.632882774,-0.34937802,,,,,,
105,0.645778656,-0.297318608,92.32963452,0.024672531,0.505120992,0.376613119,13.18125463,0.345332235
106,0.601822376,-0.377150416,,,,,,
107,0.4663032,-0.37536481,,,,,,
108,1.161593914,-0.956021667,,,,,,
109,0.900923729,-0.608223498,,,,,,
110,0.850348473,-0.518796146,113.9828179,0.04116809,0.485692913,0.374105309,13.37364358,0.328784674
111,1.020728588,-0.876225293,,,,,,
112,0.448884547,-0.590433359,,,,,,
113,0.359633446,-0.440308869,,,,,,
114,0.678279638,-0.460673273,,,,,,
115,0.265870094,-0.471699476,120.9546994,0.042086083,0.48097289,0.374169933,13.16629433,0.323261261
116,0.276544541,-0.409259737,,,,,,
117,0.592414618,-0.438837945,,,,,,
118,0.392575264,-0.383240759,,,,,,
119,0.900973678,-0.834627748,,,,,,
120,0.424691409,-0.363501728,101.9538335,0.017582966,0.486868945,0.374803238,12.96383719,0.322243512
121,0.728281617,-0.7639606,,,,,,
122,0.232189685,-0.486510634,,,,,,
123,0.216565967,-0.477607608,,,,,,
124,0.306679487,-0.444645166,,,,,,
125,0.686933279,-0.348437607,120.4401781,0.043425348,0.480474166,0.373337442,12.83458583,0.333622575
126,0.637134612,-0.408899605,,,,,,
127,0.789365888,-0.764648914,,,,,,
128,0.88161999,-0.772718728,,,,,,
129,0.19231832,-0.458646119,,,,,,
130,0.530587912,-0.402283013,95.50300382,0.036616329,0.499090572,0.366034554,12.74982124,0.342954934
131,0.212464988,-0.407802731,,,,,,
132,0.698214054,-0.297763854,,,,,,
133,0.304277778,-0.341961026,,,,,,
134,0.866685867,-0.521736145,,,,,,
135,0.342427969,-0.210518822,112.5123689,0.049252734,0.505339044,0.370110527,13.18623395,0.378176332
136,0.306284219,-0.588932753,,,,,,
137,0.853673637,-0.588672101,,,,,,
138,0.756773055,-0.678348303,,,,,,
139,0.747958302,-0.489141583,,,,,,
140,0.67411232,-0.360726327,119.9645631,0.033305254,0.521865454,0.364691006,12.97397156,0.358952045
141,0.563815117,-0.579944134,,,,,,
142,0.854136407,-0.7309798,,,,,,
143,0.793995261,-0.439551383,,,,,,
144,0.553248048,-0.522821903,,,,,,
145,0.508176565,-0.355994165,89.06738005,0.024739621,0.500160779,0.374877055,13.12284101,0.332054675
146,0.762185454,-0.47414571,,,,,,
147,0.556764185,-0.456732154,,,,,,
148,0.284342885,-0.131922364,,,,,,
149,0.285275519,-0.223172784,,,,,,
150,0.81220746,-0.529812872,102.8901793,0.046811111,0.496542651,0.366301255,12.92541803,0.341591179
151,0.282823414,-0.556906223,,,,,,
152,0.458827496,-0.444329441,,,,,,
153,0.745978713,-0.641619802,,,,,,
154,0.575314701,-0.531596661,,,,,,
155,0.409784019,-0.381711245,85.9454261,0.014066475,0.47528581,0.370117611,13.56599568,0.329828501
156,0.756988168,-0.411727428,,,,,,
157,0.2604357,-0.48289156,,,,,,
158,0.7537781,-0.610306263,,,,,,
159,0.797598124,-0.229702771,,,,,,
160,0.335957795,-0.433555424,107.3517731,0.039239418,0.475928817,0.385497724,13.30043961,0.329511285
161,0.176903367,-0.752003431,,,,,,
162,0.190296352,-0.264216512,,,,,,
163,0.90515846,-0.435314745,,,,,,
164,0.719841361,-0.407835364,,,,,,
165,0.950111389,-0.70878756,98.78221235,0.015575249,0.493498479,0.369051833,13.21708223,0.339046508
166,0.527092814,-0.315419495,,,,,,
167,0.654692292,-0.45681724,,,,,,
168,0.601184249,-0.421054512,,,,,,
169,0.806115806,-0.423650146,,,,,,
170,0.846515894,-0.524564624,129.6183545,0.042919189,0.500261918,0.363402037,12.83949751,0.325719237
171,0.710594118,-0.589893997,,,,,,
172,0.68865329,-0.452834427,,,,,,
173,0.759857655,-0.46036759,,,,,,
174,0.487908781,-0.403997332,,,,,,
175,0.839403629,-0.460216701,94.0482882,0.016364649,0.484824388,0.370135194,12.68779247,0.337383747
176,0.693767905,-0.483376533,,,,,,
177,0.544485807,-0.477154076,,,,,,
178,0.796099246,-0.784564674,,,,,,
179,0.514314234,-0.601974607,,,,,,
180,0.630271792,-0.680743992,117.3616798,0.053282637,0.491684187,0.383432741,13.18454051,0.330653906
181,0.442079365,-0.455364287,,,,,,
182,0.762354374,-0.304213673,,,,,,
183,0.677771866,-0.441234708,,,,,,
184,0.699704468,-0.423468828,,,,,,
185,0.529236376,-0.369748473,104.0000601,0.03137029,0.488214197,0.378487532,13.61558097,0.320501238
186,0.522867084,-0.411377609,,,,,,
187,0.826240361,-0.41570735,,,,,,
188,0.582927704,-0.458836198,,,,,,
189,0.449621707,-0.430078357,,,,,,
190,0.549791217,-0.421780586,98.91322149,0.047768176,0.502189403,0.374719253,12.99985732,0.32578069
191,0.699530602,-0.385550082,,,,,,
192,0.590195775,-0.50830245,,,,,,
193,0.495787501,-0.345849574,,,,,,
194,0.749680102,-0.37972185,,,,,,
195,0.511127949,-0.367216498,100.8471757,0.031528436,0.511141835,0.361074462,12.54359251,0.360792637
196,0.682212949,-0.463199288,,,,,,
197,0.786253929,-0.369127125,,,,,,
198,0.745362997,-0.470223427,,,,,,
199,0.687784851,-0.619500995,,,,,,
200,0.365958035,-0.496346116,97.7510633,0.019563703,0.477029182,0.378407976,13.0861206,0.323190659
201,0.70114553,-0.491718441,,,,,,
202,0.21101585,-0.338585198,,,,,,
203,0.591187119,-0.54230988,,,,,,
204,0.405825734,-0.504549146,,,,,,
205,0.396302104,-0.622910142,91.50449709,0.017894065,0.518441288,0.358035732,13.01596317,0.33770436
206,0.784495056,-0.463927299,,,,,,
207,0.636521816,-0.478557646,,,,,,
208,0.443359554,-0.388907433,,,,,,
209,0.42072022,-0.492611885,,,,,,
210,0.220586479,-0.460524559,103.0283654,0.032256201,0.499111118,0.372530832,13.28634838,0.341298521
211,0.605890334,-0.35418877,,,,,,
212,0.600586355,-0.385957956,,,,,,
213,0.543624759,-0.539123774,,,,,,
214,0.615841508,-0.418575346,,,,,,
215,0.239350677,-0.404536426,105.6682167,0.044597983,0.491750256,0.383541538,13.89600548,0.331640601
216,0.565177083,-0.568189859,,,,,,
217,0.22895892,-0.501132011,,,,,,
218,0.488211006,-0.50156498,,,,,,
219,0.703058004,-0.394579321,,,,,,
220,0.839861512,-0.404306889,111.135575,0.039269518,0.502347044,0.362093045,12.70911421,0.344689012
221,0.322489321,-0.169570893,,,,,,
222,0.560305476,-0.387963146,,,,,,
223,0.3899014,-0.421569943,,,,,,
224,0.576063037,-0.360496461,,,,,,
225,0.704493642,-0.571254373,105.2488949,0.034169037,0.496862944,0.376172819,13.11890123,0.336622596
226,0.717987657,-0.422818065,,,,,,
227,0.440612704,-0.288882017,,,,,,
228,0.242393404,-0.514175534,,,,,,
229,0.217802942,-0.360284448,,,,,,
230,0.342488825,-0.149270058,90.08243701,0.014247796,0.481483336,0.382008377,13.42892402,0.329035103
231,0.811440587,-0.382917672,,,,,,
232,0.778401375,-0.358895332,,,,,,
233,0.629665256,-0.419266701,,,,,,
234,0.283444285,-0.321983546,,,,,,
235,0.793405473,-0.696377039,116.6367893,0.047959775,0.490151285,0.37103,12.95116489,0.344316185
236,0.459582776,-0.418355107,,,,,,
237,0.646260977,-0.487026811,,,,,,
238,0.667879105,-0.346788049,,,,,,
239,0.835714102,-0.511837184,,,,,,
240,0.685997486,-0.420038879,103.5209702,0.033502575,0.461892751,0.380347282,13.42839815,0.328639448
241,0.276634097,-0.438667506,,,,,,
242,0.438536644,-0.455358833,,,,,,
243,0.581945121,-0.375392318,,,,,,
244,0.605385005,-0.413309425,,,,,,
245,0.563486695,-0.379827619,103.7066273,0.032311421,0.500547114,0.374096883,12.93968261,0.327569366
246,0.421805859,-0.398502201,,,,,,
247,0.908068299,-0.652478635,,,,,,
248,0.096465588,-0.14976263,,,,,,
249,0.350268543,-0.706514537,,,,,,
250,0.160343528,-0.536659718,98.77521711,0.027703758,0.503105403,0.374603113,12.84555496,0.329213381
251,0.609576225,-0.560160398,,,,,,
252,0.323657691,-0.357736349,,,,,,
253,0.607506037,-0.631308913,,,,,,
254,0.51604569,-0.490005165,,,,,,
255,0.215419978,-0.617079139,106.2445284,0.031217268,0.503655529,0.371563857,12.6998515,0.342511415
256,0.822486877,-0.608525217,,,,,,
257,0.280904591,-0.487138659,,,,,,
258,0.57483995,-0.585896194,,,,,,
259,0.570527911,-0.401055038,,,,,,
260,0.276234865,-0.341101706,105.4527757,0.030907603,0.494019147,0.380201387,13.1444342,0.319757998
261,0.265226245,-0.480298579,,,,,,
262,0.649397552,-0.401857436,,,,,,
263,0.255278885,-0.494794905,,,,,,
264,0.769538522,-0.462258399,,,,,,
265,0.314314127,-0.487682432,104.0923966,0.024305725,0.505839722,0.376416196,12.7496508,0.323850125
266,0.531380236,-0.347013533,,,,,,
267,0.707279563,-0.537534952,,,,,,
268,0.710287094,-0.419985652,,,,,,
269,0.791086018,-0.557593763,,,,,,
270,0.778517425,-0.846504807,97.1085813,0.022349337,0.482079392,0.368874764,13.10488424,0.332379341
271,0.551849365,-0.701489985,,,,,,
272,0.474203527,-0.405612171,,,,,,
273,0.69839716,-0.522050738,,,,,,
274,0.72909981,-0.655108333,,,,,,
275,0.588595986,-0.473862439,106.4087569,0.035610035,0.508803356,0.374402887,12.81564193,0.33932218
276,0.511054218,-0.359174073,,,,,,
277,0.473313749,-0.538762927,,,,,,
278,0.234078601,-0.36047554,,,,,,
279,0.648434937,-0.367984027,,,,,,
280,0.54693222,-0.4171803,112.056101,0.038071815,0.505300441,0.38425431,12.91134003,0.341515809
281,0.674676657,-0.440326631,,,,,,
282,0.69880265,-0.375490725,,,,,,
283,0.693963408,-0.443359822,,,,,,
284,0.36490649,-0.464905441,,,,,,
285,0.587107241,-0.300533503,92.8413724,0.024702393,0.496703411,0.376385547,13.32407663,0.340482295
286,0.698873878,-0.419485241,,,,,,
287,0.732890546,-0.527064443,,,,,,
288,0.618071914,-0.409882784,,,,,,
289,0.354321569,-0.458782464,,,,,,
290,0.393197387,-0.54782021,98.99098211,0.028543128,0.512299292,0.367969448,13.20659678,0.342907369
291,0.348159879,-0.405315816,,,,,,
